ID;Name;Longitude_WGS84;Latitude_WGS84;Street;AdmArea;District;RouteNumbers;StationName;Direction;Pavilion;OperatingOrgName;EntryState;global_id;geoData
131;«Храм Матроны Московской», Ангарская улица (131);37.53007852;55.88382937;Ангарская улица;Северный административный округ;Дмитровский район;"А191; А194; А672; А928";Храм Матроны Московской;;да;ГУП «Мосгортранс»;активна;889076556;{type=Point, coordinates=[37.53007852, 55.88382937]}
132;«Клязьминская ул.», Ангарская улица (132);37.52535911;55.88657586;Ангарская улица;Северный административный округ;Дмитровский район;"А191; А194; А672";Клязьминская ул.;;да;ГУП «Мосгортранс»;активна;889076557;{type=Point, coordinates=[37.52535911, 55.88657586]}
133;«Учебный центр», Клязьминская улица (133);37.52128998;55.88532526;Клязьминская улица;Северный административный округ;Дмитровский район;"А191; А194; А200; А352; А571; А665";Учебный центр;;да;ГУП «Мосгортранс»;активна;889076558;{type=Point, coordinates=[37.52128998, 55.88532526]}
134;«Школа им. Марш. Говорова», Смольная улица (134);37.48215583;55.86106097;Смольная улица;Северный административный округ;район Ховрино;"А138; А270; А338; А90";Школа им. Марш. Говорова;;да;ГУП «Мосгортранс»;активна;889076559;{type=Point, coordinates=[37.48215583, 55.86106097]}
135;«Смольная ул., 45», Смольная улица (135);37.48021163;55.86265788;Смольная улица;Северный административный округ;район Ховрино;"А138; А270; А338; А90";Смольная ул., 45;;да;ГУП «Мосгортранс»;активна;889076560;{type=Point, coordinates=[37.48021163, 55.86265788]}
136;«15-й таксомоторный парк», Петрозаводская улица (136);37.48607811;55.86682693;Петрозаводская улица;Северный административный округ;район Ховрино;"Тб58; А801; А90";15-й таксомоторный парк;;да;ГУП «Мосгортранс»;активна;889076561;{type=Point, coordinates=[37.48607811, 55.86682693]}
137;«Петрозаводская ул.», Петрозаводская улица (137);37.49280228;55.86659387;Петрозаводская улица;Северный административный округ;район Ховрино;"А233; А594; А801; А90";Петрозаводская ул.;;да;ГУП «Мосгортранс»;активна;889085252;{type=Point, coordinates=[37.49280228, 55.86659387]}
138;«Аптека», Петрозаводская улица (138);37.49827389;55.86519568;Петрозаводская улица;Северный административный округ;район Ховрино;"А233; А594; А801; А90";Аптека;;да;ГУП «Мосгортранс»;активна;889085253;{type=Point, coordinates=[37.49827389, 55.86519568]}
139;«М-н Книги», Петрозаводская улица (139);37.50203569;55.8638077;Петрозаводская улица;Северный административный округ;район Ховрино;"А233; А594; А801; А90";М-н Книги;;да;ГУП «Мосгортранс»;активна;889085254;{type=Point, coordinates=[37.50203569, 55.8638077]}
140;«Фестивальная ул.», Онежская улица (140);37.50578236;55.86149281;Онежская улица;Северный административный округ;район Ховрино;"А500; А801; А90";Фестивальная ул.;;да;ГУП «Мосгортранс»;активна;889085255;{type=Point, coordinates=[37.50578236, 55.86149281]}
141;«Флотская ул.», Онежская улица (141);37.50941753;55.85883776;Онежская улица;Северный административный округ;район Ховрино;"А500; А801; А90";Флотская ул.;;да;ГУП «Мосгортранс»;активна;889085256;{type=Point, coordinates=[37.50941753, 55.85883776]}
142;«Солнечногорская ул.», Онежская улица (142);37.51406707;55.85536084;Онежская улица;Северный административный округ;Головинский район;"А565; А621; А65; А65К; А801; А90";Солнечногорская ул.;;да;ГУП «Мосгортранс»;активна;889085257;{type=Point, coordinates=[37.51406707, 55.85536084]}
143;«Онежская ул., 19», Онежская улица (143);37.51918742;55.85154723;Онежская улица;Северный административный округ;Головинский район;"А139; А565; А595; А621; А72; А801; А888; А90";Онежская ул., 19;;да;ГУП «Мосгортранс»;активна;889085258;{type=Point, coordinates=[37.51918742, 55.85154723]}
144;«Онежская ул. - Колледж», Онежская улица (144);37.52157813;55.84409988;Онежская улица;Северный административный округ;Головинский район;"А123; А22; А565; А595; А621; А72; А801; А888; А90";Онежская ул. - Колледж;;да;ГУП «Мосгортранс»;активна;889085259;{type=Point, coordinates=[37.52157813, 55.84409988]}
145;«Ст. Коптево», Михалковская улица (145);37.51813253;55.84121009;Михалковская улица;Северный административный округ;Головинский район;"А123; А565; А621; А90";Ст. Коптево;;да;ГУП «Мосгортранс»;активна;889085260;{type=Point, coordinates=[37.51813253, 55.84121009]}
146;«Ф-ка им. Петра Алексеева», Михалковская улица (146);37.51580279;55.83910127;Михалковская улица;Северный административный округ;Головинский район;"А123; А565; А621; А90";Ф-ка им. Петра Алексеева;;да;ГУП «Мосгортранс»;активна;889085261;{type=Point, coordinates=[37.51580279, 55.83910127]}
147;«Электромеханический колледж», Михалковская улица (147);37.51182132;55.83778569;Михалковская улица;Северный административный округ;Головинский район;"А123; А565; А621; А90";Электромеханический колледж;;да;ГУП «Мосгортранс»;активна;889085262;{type=Point, coordinates=[37.51182132, 55.83778569]}
150;«Ф-ка игрушек», улица Клары Цеткин (150);37.51240141;55.82918223;улица Клары Цеткин;Северный административный округ;Войковский район;"А621; А90";Ф-ка игрушек;;да;ГУП «Мосгортранс»;активна;889085263;{type=Point, coordinates=[37.51240141, 55.82918223]}
151;«Старопетровский пр.», Старопетровский проезд (151);37.50758103;55.82460143;Старопетровский проезд;Северный административный округ;Войковский район;"А114; А621; А888; А90";Старопетровский пр.;;да;ГУП «Мосгортранс»;активна;889085264;{type=Point, coordinates=[37.50758103, 55.82460143]}
152;«Онкологический диспансер», Старопетровский проезд (152);37.50344704;55.82364048;Старопетровский проезд;Северный административный округ;Войковский район;"А114; А621; А888; А90";Онкологический диспансер;;да;ГУП «Мосгортранс»;активна;889085265;{type=Point, coordinates=[37.50344704, 55.82364048]}
154;«Коровинское ш.», Коровинское шоссе (154);37.51857144;55.88231105;Коровинское шоссе;Северный административный округ;район Западное Дегунино;"А114; А191; А270; А352; А571; А656; А665; А799; АТ56";Коровинское ш.;;да;ГУП «Мосгортранс»;активна;889085266;{type=Point, coordinates=[37.51857144, 55.88231105]}
155;«Талдомская ул.», улица 800-летия Москвы (155);37.52852678;55.8751219;улица 800-летия Москвы;Северный административный округ;Дмитровский район;"А114; А154; А284; А748; А799; А857; А92";Талдомская ул.;;да;ГУП «Мосгортранс»;активна;889085267;{type=Point, coordinates=[37.52852678, 55.8751219]}
156;«Ин-т Микрохирургии глаза», Бескудниковский бульвар (156);37.53908121;55.87320802;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; А206к; АМ10";Ин-т Микрохирургии глаза;;да;ГУП «Мосгортранс»;активна;889085268;{type=Point, coordinates=[37.53908121, 55.87320802]}
157;«Муз. школа», Бескудниковский бульвар (157);37.5438328;55.87348434;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; А206к; АМ10";Муз. школа;;да;ГУП «Мосгортранс»;активна;889085269;{type=Point, coordinates=[37.5438328, 55.87348434]}
158;«Аптека», Бескудниковский бульвар (158);37.5524069;55.87321427;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; АМ10";Аптека;;да;ГУП «Мосгортранс»;активна;889085270;{type=Point, coordinates=[37.5524069, 55.87321427]}
159;«Школа № 656», Бескудниковский бульвар (159);37.554861;55.87114913;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; АМ10";Школа № 656;;да;ГУП «Мосгортранс»;активна;889085271;{type=Point, coordinates=[37.554861, 55.87114913]}
160;«Рогачевский пер.», Бескудниковский бульвар (160);37.55767154;55.86750227;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; АМ10";Рогачевский пер.;;да;ГУП «Мосгортранс»;активна;889085272;{type=Point, coordinates=[37.55767154, 55.86750227]}
161;«Бескудниковский пер.», Бескудниковский бульвар (161);37.56080902;55.86350936;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; Тб36; АМ10; АТ47";Бескудниковский пер.;;да;ГУП «Мосгортранс»;активна;889085273;{type=Point, coordinates=[37.56080902, 55.86350936]}
162;«Торговый центр», Бескудниковский бульвар (162);37.5619061;55.86192215;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; А466";Торговый центр;;да;ГУП «Мосгортранс»;активна;889085274;{type=Point, coordinates=[37.5619061, 55.86192215]}
163;«Роддом № 27», Коптевский бульвар (163);37.52868045;55.83113889;Коптевский бульвар;Северный административный округ;район Коптево;А114;Роддом № 27;;нет;;активна;889085275;{type=Point, coordinates=[37.52868045, 55.83113889]}
164;«Коптевский рынок», Коптевский бульвар (164);37.52185322;55.83295193;Коптевский бульвар;Северный административный округ;район Коптево;А114;Коптевский рынок;;да;ГУП «Мосгортранс»;активна;889085276;{type=Point, coordinates=[37.52185322, 55.83295193]}
165;«Коптевская ул.», Коптевская улица (165);37.51809726;55.82930661;Коптевская улица;Северный административный округ;район Коптево;"А114; А888";Коптевская ул.;;да;ГУП «Мосгортранс»;активна;889085277;{type=Point, coordinates=[37.51809726, 55.82930661]}
166;«Коптевская ул.», Коптевская улица (166);37.51910841;55.83087861;Коптевская улица;Северный административный округ;район Коптево;"А114; А888";Коптевская ул.;;да;ГУП «Мосгортранс»;активна;889085278;{type=Point, coordinates=[37.51910841, 55.83087861]}
167;«Коптевский рынок», Коптевский бульвар (167);37.52114845;55.83208078;Коптевский бульвар;Северный административный округ;район Коптево;А114;Коптевский рынок;;да;ГУП «Мосгортранс»;активна;889085279;{type=Point, coordinates=[37.52114845, 55.83208078]}
168;«Роддом № 27», Коптевский бульвар (168);37.52758635;55.83028842;Коптевский бульвар;Северный административный округ;район Коптево;А114;Роддом № 27;;да;ГУП «Мосгортранс»;активна;889085280;{type=Point, coordinates=[37.52758635, 55.83028842]}
169;«Метро Петровско-Разумовская», Локомотивный проезд (169);37.57571844;55.8372403;Локомотивный проезд;Северный административный округ;Тимирязевский район;"А114; А206к; А282; А994";Метро Петровско-Разумовская;;да;ГУП «Мосгортранс»;активна;889085281;{type=Point, coordinates=[37.57571844, 55.8372403]}
170;«К/т Комсомолец», Дмитровское шоссе (170);37.57029254;55.84221842;Дмитровское шоссе;Северный административный округ;Тимирязевский район;"А114; А194; А215; А466; А692; А82; А994; АТ47; АТ56; АТ78";К/т Комсомолец;;да;ГУП «Мосгортранс»;активна;889085282;{type=Point, coordinates=[37.57029254, 55.84221842]}
171;«Нижн. Лихоборы», Дмитровское шоссе (171);37.56848803;55.84699926;Дмитровское шоссе;Северный административный округ;Тимирязевский район;"А114; А154; А179; А194; А215; А282; А466; А63; А677К; А692; А82; А994; АТ78";Нижн. Лихоборы;;да;ГУП «Мосгортранс»;активна;889085283;{type=Point, coordinates=[37.56848803, 55.84699926]}
172;«7-й автобусный парк», Дмитровское шоссе (172);37.5655145;55.85171839;Дмитровское шоссе;Северный административный округ;Бескудниковский район;"А114; А466; А677; А677К; А692; А82; АМ10";7-й автобусный парк;;да;ГУП «Мосгортранс»;активна;889085284;{type=Point, coordinates=[37.5655145, 55.85171839]}
173;«Торговый центр», Бескудниковский бульвар (173);37.56167358;55.86285461;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; АМ10";Торговый центр;;да;ГУП «Мосгортранс»;активна;889085285;{type=Point, coordinates=[37.56167358, 55.86285461]}
174;«Бескудниковский пер.», Бескудниковский бульвар (174);37.56012464;55.86490713;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; АМ10";Бескудниковский пер.;;да;ГУП «Мосгортранс»;активна;889085286;{type=Point, coordinates=[37.56012464, 55.86490713]}
175;«Рогачевский пер.», Бескудниковский бульвар (175);37.55664809;55.86932066;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; АМ10";Рогачевский пер.;;да;ГУП «Мосгортранс»;активна;889085287;{type=Point, coordinates=[37.55664809, 55.86932066]}
176;«Школа № 656», Бескудниковский бульвар (176);37.55392499;55.8726825;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; АМ10";Школа № 656;;да;ГУП «Мосгортранс»;активна;889085288;{type=Point, coordinates=[37.55392499, 55.8726825]}
177;«Аптека», Бескудниковский бульвар (177);37.5508956;55.87378923;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; АМ10";Аптека;;да;ГУП «Мосгортранс»;активна;889085289;{type=Point, coordinates=[37.5508956, 55.87378923]}
178;«Бескудниково», Бескудниковский бульвар (178);37.54640192;55.87383774;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; А206к; АМ10";Бескудниково;;да;ГУП «Мосгортранс»;активна;889085290;{type=Point, coordinates=[37.54640192, 55.87383774]}
179;«Муз. школа», Бескудниковский бульвар (179);37.54269997;55.87363021;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; А206к; АМ10";Муз. школа;;да;ГУП «Мосгортранс»;активна;889085291;{type=Point, coordinates=[37.54269997, 55.87363021]}
180;«Ин-т Микрохирургии глаза», Бескудниковский бульвар (180);37.53715086;55.87348554;Бескудниковский бульвар;Северный административный округ;Бескудниковский район;"А114; А154; А167; А206к; АМ10";Ин-т Микрохирургии глаза;;да;ГУП «Мосгортранс»;активна;889085292;{type=Point, coordinates=[37.53715086, 55.87348554]}
181;«Коровинское ш.», Коровинское шоссе (181);37.51786602;55.88341325;Коровинское шоссе;Северный административный округ;Дмитровский район;"А200; А270; А656; А799";Коровинское ш.;;да;ГУП «Мосгортранс»;активна;889085293;{type=Point, coordinates=[37.51786602, 55.88341325]}
182;«Кронштадтский бульв.», Кронштадтский бульвар (182);37.49676253;55.84295524;Кронштадтский бульвар;Северный административный округ;Головинский район;"А123; А139; А565; А594; А595; А65; А65К; А698; А72; А888";Кронштадтский бульв.;;да;ГУП «Мосгортранс»;активна;889085294;{type=Point, coordinates=[37.49676253, 55.84295524]}
183;«Гимназия № 1583», Кронштадтский бульвар (183);37.49976105;55.84369948;Кронштадтский бульвар;Северный административный округ;Головинский район;"А123; А139; А565; А595; А65; А65К; А72; А888";Гимназия № 1583;;да;ГУП «Мосгортранс»;активна;889085295;{type=Point, coordinates=[37.49976105, 55.84369948]}
184;«Нарвская ул. - Университет Гражданской Авиации», Кронштадтский бульвар (184);37.50222806;55.84379443;Кронштадтский бульвар;Северный административный округ;Головинский район;"А123; А565";Нарвская ул. - Университет Гражданской Авиации;;да;ГУП «Мосгортранс»;активна;889085296;{type=Point, coordinates=[37.50222806, 55.84379443]}
185;«Детский сад», Нарвская улица (185);37.50332207;55.84116825;Нарвская улица;Северный административный округ;Головинский район;"А123; А565";Детский сад;;да;ГУП «Мосгортранс»;активна;889085297;{type=Point, coordinates=[37.50332207, 55.84116825]}
186;«3-й Лихачевский пер.», 3-й Лихачёвский переулок (186);37.52188032;55.84887376;3-й Лихачёвский переулок;Северный административный округ;Головинский район;"А123; А22";3-й Лихачевский пер.;;да;ГУП «Мосгортранс»;активна;889085298;{type=Point, coordinates=[37.52188032, 55.84887376]}
187;«База механизации», 4-й Лихачёвский переулок (187);37.52713334;55.85108758;4-й Лихачёвский переулок;Северный административный округ;Головинский район;"А123; А22";База механизации;;да;ГУП «Мосгортранс»;активна;889085299;{type=Point, coordinates=[37.52713334, 55.85108758]}
188;«Лихоборская наб. - Хим-тех. з-д», Автомоторная улица (188);37.5305915;55.8527395;Автомоторная улица;Северный административный округ;Головинский район;"А123; А22";Лихоборская наб. - Хим-тех. з-д;;да;ГУП «Мосгортранс»;активна;889085300;{type=Point, coordinates=[37.5305915, 55.8527395]}
189;«Автомоторная ул.», Автомоторная улица (189);37.53651595;55.84925437;Автомоторная улица;Северный административный округ;Головинский район;"А123; А22";Автомоторная ул.;;да;ГУП «Мосгортранс»;активна;889085301;{type=Point, coordinates=[37.53651595, 55.84925437]}
190;«НАМИ», Автомоторная улица (190);37.54183581;55.84622854;Автомоторная улица;Северный административный округ;Головинский район;А139;НАМИ;;нет;;активна;889085302;{type=Point, coordinates=[37.54183581, 55.84622854]}
191;«Кадетский корпус полиции», 4-й Новомихалковский проезд (191);37.54339623;55.84284476;4-й Новомихалковский проезд;Северный административный округ;район Коптево;"А123; А87";Кадетский корпус полиции;;да;ГУП «Мосгортранс»;активна;889085303;{type=Point, coordinates=[37.54339623, 55.84284476]}
193;«Митинская ул., 48», Митинская улица (193);37.35496588;55.84954574;Митинская улица;Северо-Западный административный округ;район Митино;"А266; А451; А614; А741; А959; АС3";Митинская ул., 48;;да;ГУП «Мосгортранс»;активна;889085304;{type=Point, coordinates=[37.35496588, 55.84954574]}
194;«4-й Новомихалковский пр. - Поликлиника № 159», 4-й Новомихалковский проезд (194);37.54506468;55.84075235;4-й Новомихалковский проезд;Северный административный округ;район Коптево;"А123; А87";4-й Новомихалковский пр. - Поликлиника № 159;;да;ГУП «Мосгортранс»;активна;889085305;{type=Point, coordinates=[37.54506468, 55.84075235]}
195;«Кадетский корпус полиции», 4-й Новомихалковский проезд (195);37.54341964;55.84320609;4-й Новомихалковский проезд;Северный административный округ;район Коптево;"А123; А87";Кадетский корпус полиции;;да;ГУП «Мосгортранс»;активна;889085306;{type=Point, coordinates=[37.54341964, 55.84320609]}
196;«НАМИ», Автомоторная улица (196);37.54100334;55.8464752;Автомоторная улица;Северный административный округ;Головинский район;"А123; А22";НАМИ;;да;ГУП «Мосгортранс»;активна;889085307;{type=Point, coordinates=[37.54100334, 55.8464752]}
197;«Автомоторная ул.», Автомоторная улица (197);37.53602663;55.84995017;Автомоторная улица;Северный административный округ;Головинский район;"А123; А22";Автомоторная ул.;;да;ГУП «Мосгортранс»;активна;889085308;{type=Point, coordinates=[37.53602663, 55.84995017]}
198;«Лихоборская наб. - Хим-тех. з-д», Автомоторная улица (198);37.53094503;55.85291772;Автомоторная улица;Северный административный округ;Головинский район;"А123; А22";Лихоборская наб. - Хим-тех. з-д;;да;ГУП «Мосгортранс»;активна;889085309;{type=Point, coordinates=[37.53094503, 55.85291772]}
199;«База механизации», 4-й Лихачёвский переулок (199);37.5270668;55.85127231;4-й Лихачёвский переулок;Северный административный округ;Головинский район;"А123; А22";База механизации;;да;ГУП «Мосгортранс»;активна;889085310;{type=Point, coordinates=[37.5270668, 55.85127231]}
200;«3-й Лихачевский пер.», Онежская улица (200);37.52091766;55.84831504;Онежская улица;Северный административный округ;Головинский район;"А123; А139; А22; А565; А595; А621; А72; А801; А888; А90";3-й Лихачевский пер.;;да;ГУП «Мосгортранс»;активна;889085311;{type=Point, coordinates=[37.52091766, 55.84831504]}
201;«Диспансер», Нарвская улица (201);37.50476566;55.83753521;Нарвская улица;Северный административный округ;Головинский район;"А123; А565";Диспансер;;да;ГУП «Мосгортранс»;активна;889085312;{type=Point, coordinates=[37.50476566, 55.83753521]}
202;«Детский сад», Нарвская улица (202);37.50345789;55.84200552;Нарвская улица;Северный административный округ;Головинский район;"А123; А565";Детский сад;;да;ГУП «Мосгортранс»;активна;889085313;{type=Point, coordinates=[37.50345789, 55.84200552]}
203;«Гимназия № 1583», Кронштадтский бульвар (203);37.49912551;55.84370335;Кронштадтский бульвар;Северный административный округ;Головинский район;"А123; А139; А565; А594; А595; А65; А65К; А698; А72; А888";Гимназия № 1583;;да;ГУП «Мосгортранс»;активна;889085314;{type=Point, coordinates=[37.49912551, 55.84370335]}
204;«Кронштадтский бульв.», Кронштадтский бульвар (204);37.49584482;55.84289574;Кронштадтский бульвар;Северный административный округ;Головинский район;"А123; А139; А565; А594; А595; А65; А65К; А698; А72; А888";Кронштадтский бульв.;;да;ГУП «Мосгортранс»;активна;889085315;{type=Point, coordinates=[37.49584482, 55.84289574]}
206;«15-й таксомоторный парк», улица Дыбенко (206);37.48465472;55.86851809;улица Дыбенко;Северный административный округ;район Ховрино;"А200; А559; А673; А739; А745";15-й таксомоторный парк;;да;ГУП «Мосгортранс»;активна;889085316;{type=Point, coordinates=[37.48465472, 55.86851809]}
207;«19-й квартал», улица Дыбенко (207);37.48251534;55.87602353;улица Дыбенко;Северный административный округ;район Ховрино;"А559; А673; А745";19-й квартал;;нет;;активна;889085317;{type=Point, coordinates=[37.48251534, 55.87602353]}
208;«Интернат», Смольная улица (208);37.46875212;55.87324867;Смольная улица;Северный административный округ;район Левобережный;"А173; А270; А338; А65; А739";Интернат;;да;ГУП «Мосгортранс»;активна;889085318;{type=Point, coordinates=[37.46875212, 55.87324867]}
209;«11-й автобусный парк - Киностудия», Смольная улица (209);37.47087508;55.87122038;Смольная улица;Северный административный округ;район Левобережный;"А173; А270; А338; А739";11-й автобусный парк - Киностудия;;да;ГУП «Мосгортранс»;активна;889085319;{type=Point, coordinates=[37.47087508, 55.87122038]}
210;«Смольная ул., 61», Смольная улица (210);37.47291097;55.86924721;Смольная улица;Северный административный округ;район Левобережный;"А173; А270; А338; А739";Смольная ул., 61;;да;ГУП «Мосгортранс»;активна;889085320;{type=Point, coordinates=[37.47291097, 55.86924721]}
211;«Поликлиника», Смольная улица (211);37.47593628;55.86632944;Смольная улица;Северный административный округ;район Левобережный;"А173; А270; А338; А739";Поликлиника;;да;ГУП «Мосгортранс»;активна;889085321;{type=Point, coordinates=[37.47593628, 55.86632944]}
212;«Смольная ул.», Фестивальная улица (212);37.4860899;55.85820315;Фестивальная улица;Северный административный округ;район Левобережный;"А188; А200; А233; А284; А559; А739; А745; А801; А857";Смольная ул.;;да;ГУП «Мосгортранс»;активна;889085322;{type=Point, coordinates=[37.4860899, 55.85820315]}
213;«Фестивальная ул., 14», Фестивальная улица (213);37.49617308;55.86018085;Фестивальная улица;Северный административный округ;район Ховрино;"А188; А233; А284; А594; А857";Фестивальная ул., 14;;да;ГУП «Мосгортранс»;активна;889085323;{type=Point, coordinates=[37.49617308, 55.86018085]}
214;«Фестивальная ул., 65», Фестивальная улица (214);37.50113583;55.8609953;Фестивальная улица;Северный административный округ;район Ховрино;"А188; А233; А284; А594; А857";Фестивальная ул., 65;;да;ГУП «Мосгортранс»;активна;889085324;{type=Point, coordinates=[37.50113583, 55.8609953]}
216;«Фестивальная ул.», Фестивальная улица (216);37.50368468;55.86192982;Фестивальная улица;Северный административный округ;район Ховрино;"А233; А284; А594; А745; А857";Фестивальная ул.;;да;ГУП «Мосгортранс»;активна;889085325;{type=Point, coordinates=[37.50368468, 55.86192982]}
217;«Фестивальная ул., 14», Фестивальная улица (217);37.49502105;55.86023665;Фестивальная улица;Северный административный округ;район Ховрино;"А233; А284; А594; А745; А857";Фестивальная ул., 14;;да;ГУП «Мосгортранс»;активна;889085326;{type=Point, coordinates=[37.49502105, 55.86023665]}
218;«Поликлиника», Смольная улица (218);37.47572273;55.86691808;Смольная улица;Северный административный округ;район Левобережный;"А138; А173; А270; А338";Поликлиника;;да;ГУП «Мосгортранс»;активна;889085327;{type=Point, coordinates=[37.47572273, 55.86691808]}
219;«Смольная ул., 61», Смольная улица (219);37.47250317;55.87006376;Смольная улица;Северный административный округ;район Левобережный;"А138; А173; А270; А338";Смольная ул., 61;;да;ГУП «Мосгортранс»;активна;889085328;{type=Point, coordinates=[37.47250317, 55.87006376]}
220;«11-й автобусный парк - Киностудия», Смольная улица (220);37.47042618;55.87205598;Смольная улица;Северный административный округ;район Левобережный;"А138; А173; А270; А338";11-й автобусный парк - Киностудия;;да;ГУП «Мосгортранс»;активна;889085329;{type=Point, coordinates=[37.47042618, 55.87205598]}
221;«19-й квартал», улица Дыбенко (221);37.48222667;55.8751448;улица Дыбенко;Северный административный округ;район Ховрино;"А188; А559; А673";19-й квартал;;нет;;активна;889085330;{type=Point, coordinates=[37.48222667, 55.8751448]}
222;«Фестивальная ул.», Фестивальная улица (222);37.50674921;55.86280819;Фестивальная улица;Северный административный округ;Головинский район;"А188; А284; А500; А65; А65К; А857";Фестивальная ул.;;да;ГУП «Мосгортранс»;активна;889085331;{type=Point, coordinates=[37.50674921, 55.86280819]}
225;«Зеленоградская ул., 21», Зеленоградская улица (225);37.49737477;55.87385147;Зеленоградская улица;Северный административный округ;район Ховрино;"А188; А65";Зеленоградская ул., 21;;да;ГУП «Мосгортранс»;активна;889085332;{type=Point, coordinates=[37.49737477, 55.87385147]}
226;«Почта», Зеленоградская улица (226);37.49362797;55.8755477;Зеленоградская улица;Северный административный округ;район Ховрино;"А188; А65";Почта;;да;ГУП «Мосгортранс»;активна;889085333;{type=Point, coordinates=[37.49362797, 55.8755477]}
227;«Зеленоградская ул., 39», Зеленоградская улица (227);37.48921877;55.87735502;Зеленоградская улица;Северный административный округ;район Ховрино;"А188; А65";Зеленоградская ул., 39;;да;ГУП «Мосгортранс»;активна;889085334;{type=Point, coordinates=[37.48921877, 55.87735502]}
228;«Зеленоградская ул., 39», Зеленоградская улица (228);37.48987729;55.87686159;Зеленоградская улица;Северный административный округ;район Ховрино;"А65; А745";Зеленоградская ул., 39;;да;ГУП «Мосгортранс»;активна;889085335;{type=Point, coordinates=[37.48987729, 55.87686159]}
229;«Почта», Зеленоградская улица (229);37.49462501;55.87495346;Зеленоградская улица;Северный административный округ;район Ховрино;"А65; А745";Почта;;да;ГУП «Мосгортранс»;активна;889085336;{type=Point, coordinates=[37.49462501, 55.87495346]}
230;«Зеленоградская ул., 21», Зеленоградская улица (230);37.49835973;55.87297274;Зеленоградская улица;Северный административный округ;район Ховрино;"А65; А745";Зеленоградская ул., 21;;да;ГУП «Мосгортранс»;активна;889085337;{type=Point, coordinates=[37.49835973, 55.87297274]}
232;«Б-ца - Библиотека им. Короленко», Фестивальная улица (232);37.50768663;55.8636384;Фестивальная улица;Северный административный округ;район Ховрино;"А284; А500; А745; А857";Б-ца - Библиотека им. Короленко;;да;ГУП «Мосгортранс»;активна;889085338;{type=Point, coordinates=[37.50768663, 55.8636384]}
233;«Фестивальная ул., 65», Фестивальная улица (233);37.49975463;55.86101472;Фестивальная улица;Северный административный округ;район Ховрино;"А233; А284; А594; А745; А857";Фестивальная ул., 65;;да;ГУП «Мосгортранс»;активна;889085339;{type=Point, coordinates=[37.49975463, 55.86101472]}
236;«1-й Пехотный пер.», улица Академика Курчатова (236);37.47673416;55.80552919;улица Академика Курчатова;Северо-Западный административный округ;район Щукино;"А105; А800";1-й Пехотный пер.;;да;ГУП «Мосгортранс»;активна;889085340;{type=Point, coordinates=[37.47673416, 55.80552919]}
237;«Сосновая ул.», Сосновая улица (237);37.47964794;55.80676444;Сосновая улица;Северо-Западный административный округ;район Щукино;"А105; А800";Сосновая ул.;;да;ГУП «Мосгортранс»;активна;889085341;{type=Point, coordinates=[37.47964794, 55.80676444]}
238;«Детский сад», Пехотная улица (238);37.48400637;55.80634772;Пехотная улица;Северо-Западный административный округ;район Щукино;"А105; А800";Детский сад;;да;ГУП «Мосгортранс»;активна;889085342;{type=Point, coordinates=[37.48400637, 55.80634772]}
239;«1-й Волоколамский пр.», 1-й Волоколамский проезд (239);37.49033661;55.80305908;1-й Волоколамский проезд;Северо-Западный административный округ;район Щукино;"А105; А800";1-й Волоколамский пр.;;да;ГУП «Мосгортранс»;активна;889085343;{type=Point, coordinates=[37.49033661, 55.80305908]}
240;«Почта», 1-й Волоколамский проезд (240);37.49210035;55.80096192;1-й Волоколамский проезд;Северо-Западный административный округ;район Щукино;"А105; А800";Почта;;да;ГУП «Мосгортранс»;активна;889085344;{type=Point, coordinates=[37.49210035, 55.80096192]}
242;«2-й Балтийский пер.», улица Усиевича (242);37.52396967;55.80644299;улица Усиевича;Северный административный округ;район Аэропорт;"А105К; А110";2-й Балтийский пер.;;да;ГУП «Мосгортранс»;активна;889085345;{type=Point, coordinates=[37.52396967, 55.80644299]}
243;«Ленинградский рынок - К/т Баку», улица Усиевича (243);37.52821794;55.80531741;улица Усиевича;Северный административный округ;район Аэропорт;"А105К; А110";Ленинградский рынок - К/т Баку;;да;ГУП «Мосгортранс»;активна;889085346;{type=Point, coordinates=[37.52821794, 55.80531741]}
